Shift_ID,Employee_ID,Shift_Location,Shift_Job_Type,Day,Start_Date,Start_Time,End_Date,End_Time,Length,Shift_Type,Shift_Start,Shift_End
E051295,9002569,Epsilon,Correctional Supervisor,Tue,2019-04-02T00:00:00Z,1899-12-31T14:00:00Z,2019-04-02T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-02T19:00:00Z,2019-04-03T03:00:01Z
E051296,9001612,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T22:00:01Z,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-03T03:00:01Z,2019-04-03T11:00:00Z
E051297,9002536,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T22:00:01Z,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-03T03:00:01Z,2019-04-03T11:00:00Z
E051298,9003398,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T22:00:01Z,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-03T03:00:01Z,2019-04-03T11:00:00Z
E051299,9003887,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T22:00:01Z,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-03T03:00:01Z,2019-04-03T11:00:00Z
E051301,9002916,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,2019-04-02T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-02T11:00:00Z,2019-04-02T19:00:00Z
E051302,9002454,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,2019-04-02T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-02T11:00:00Z,2019-04-02T19:00:00Z
E051303,9001005,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T06:00:00Z,2019-04-02T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-02T11:00:00Z,2019-04-02T19:00:00Z
E051307,9002156,Epsilon,Correctional Supervisor,Tue,2019-04-02T00:00:00Z,1899-12-31T08:00:01Z,2019-04-02T00:00:00Z,1899-12-31T17:00:00Z,8,Scheduled,2019-04-02T13:00:01Z,2019-04-02T22:00:00Z
E051308,9001965,Epsilon,Correctional Supervisor,Tue,2019-04-02T00:00:00Z,1899-12-31T11:00:01Z,2019-04-02T00:00:00Z,1899-12-31T19:00:01Z,8,Scheduled,2019-04-02T16:00:01Z,2019-04-03T00:00:01Z
E051309,9001480,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T14:00:00Z,2019-04-02T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-02T19:00:00Z,2019-04-03T03:00:01Z
E051310,9003459,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T14:00:00Z,2019-04-02T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-02T19:00:00Z,2019-04-03T03:00:01Z
E051311,9003414,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T14:00:00Z,2019-04-02T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-02T19:00:00Z,2019-04-03T03:00:01Z
E051312,9002968,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T14:00:00Z,2019-04-02T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-02T19:00:00Z,2019-04-03T03:00:01Z
E051313,9001044,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T22:00:01Z,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-03T03:00:01Z,2019-04-03T11:00:00Z
E051314,9002541,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T22:00:01Z,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-03T03:00:01Z,2019-04-03T11:00:00Z
E051315,9002854,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T22:00:01Z,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-03T03:00:01Z,2019-04-03T11:00:00Z
E051316,9002855,Epsilon,Correctional,Tue,2019-04-02T00:00:00Z,1899-12-31T22:00:01Z,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-03T03:00:01Z,2019-04-03T11:00:00Z
A051334,9001141,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T08:00:01Z,2019-04-03T00:00:00Z,1899-12-31T17:00:00Z,8,Scheduled,2019-04-03T13:00:01Z,2019-04-03T22:00:00Z
A051335,9002842,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T08:00:01Z,2019-04-03T00:00:00Z,1899-12-31T17:00:00Z,8,Scheduled,2019-04-03T13:00:01Z,2019-04-03T22:00:00Z
A051336,9002853,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051337,9001621,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051338,9003239,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051339,9002349,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051340,9001747,Alpha,Correctional Supervisor,Wed,2019-04-03T00:00:00Z,1899-12-31T13:00:01Z,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,8,Scheduled,2019-04-03T18:00:01Z,2019-04-04T02:00:00Z
A051341,9002370,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051342,9002613,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051343,9002506,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051344,9003913,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051345,9003505,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051346,9001770,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
A051347,9003895,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
A051348,9002614,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
A051349,9002061,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
A051350,9003241,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
A051351,9002347,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051352,9003110,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051353,9002546,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051354,9002249,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051355,9002158,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051356,9002400,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Time Off,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051357,9001665,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Time Off,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051358,9003425,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T10:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,12,Scheduled,2019-04-03T15:00:00Z,2019-04-04T03:00:01Z
A051359,9002867,Alpha,Correctional Supervisor,Wed,2019-04-03T00:00:00Z,1899-12-31T13:00:01Z,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,8,Scheduled,2019-04-03T18:00:01Z,2019-04-04T02:00:00Z
A051360,9003743,Alpha,Correctional Supervisor,Wed,2019-04-03T00:00:00Z,1899-12-31T13:00:01Z,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,8,Scheduled,2019-04-03T18:00:01Z,2019-04-04T02:00:00Z
A051361,9002803,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051362,9003957,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051363,9003852,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051364,9002718,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051365,9002198,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Time Off,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051367,9004027,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051369,9003872,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
A051370,9003238,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
A051371,9003343,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
A051372,9002984,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
A051373,9003997,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
A051374,9003253,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Time Off,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
A051375,9002195,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T10:00:00Z,12,Scheduled,2019-04-04T03:00:01Z,2019-04-04T15:00:00Z
A051376,9001191,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T10:00:00Z,12,Scheduled,2019-04-04T03:00:01Z,2019-04-04T15:00:00Z
A051377,9002981,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T05:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,9,Scheduled,2019-04-03T10:00:00Z,2019-04-03T19:00:00Z
A051378,9003819,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T05:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,17,Scheduled,2019-04-03T10:00:00Z,2019-04-04T03:00:01Z
A051379,9002481,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051380,9001926,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051381,9002211,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051382,9002799,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051383,9001962,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051384,9001928,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,7,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051385,9002602,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
A051386,9003252,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T10:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,12,Scheduled,2019-04-03T15:00:00Z,2019-04-04T03:00:01Z
A051387,9003727,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T10:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,12,Scheduled,2019-04-03T15:00:00Z,2019-04-04T03:00:01Z
A051388,9001762,Alpha,Correctional Supervisor,Wed,2019-04-03T00:00:00Z,1899-12-31T13:00:01Z,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,8,Scheduled,2019-04-03T18:00:01Z,2019-04-04T02:00:00Z
A051389,9003109,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051390,9002371,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051391,9001927,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051392,9003962,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051393,9003959,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
A051397,9003573,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
A051398,9003811,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T10:00:00Z,12,Scheduled,2019-04-04T03:00:01Z,2019-04-04T15:00:00Z
A051399,9003533,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T10:00:00Z,12,Scheduled,2019-04-04T03:00:01Z,2019-04-04T15:00:00Z
A051400,9001630,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T07:00:00Z,2019-04-03T00:00:00Z,1899-12-31T16:00:01Z,8,Scheduled,2019-04-03T12:00:00Z,2019-04-03T21:00:01Z
A051401,9001827,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T07:00:00Z,2019-04-03T00:00:00Z,1899-12-31T16:00:01Z,8,Scheduled,2019-04-03T12:00:00Z,2019-04-03T21:00:01Z
A051402,9001759,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T15:00:00Z,9,Scheduled,2019-04-03T11:00:00Z,2019-04-03T20:00:00Z
A051403,9002262,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T07:30:00Z,2019-04-03T00:00:00Z,1899-12-31T16:30:00Z,8,Scheduled,2019-04-03T12:30:00Z,2019-04-03T21:30:00Z
A051404,9001807,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T07:30:00Z,2019-04-03T00:00:00Z,1899-12-31T16:30:00Z,8,Scheduled,2019-04-03T12:30:00Z,2019-04-03T21:30:00Z
A051405,9002508,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T05:00:00Z,2019-04-03T00:00:00Z,1899-12-31T13:00:01Z,8,Scheduled,2019-04-03T10:00:00Z,2019-04-03T18:00:01Z
A051406,9001182,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T05:00:00Z,2019-04-03T00:00:00Z,1899-12-31T13:00:01Z,8,Scheduled,2019-04-03T10:00:00Z,2019-04-03T18:00:01Z
A051407,9002170,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T05:00:00Z,2019-04-03T00:00:00Z,1899-12-31T13:00:01Z,8,Scheduled,2019-04-03T10:00:00Z,2019-04-03T18:00:01Z
A051408,9001388,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T05:00:00Z,2019-04-03T00:00:00Z,1899-12-31T13:00:01Z,8,Scheduled,2019-04-03T10:00:00Z,2019-04-03T18:00:01Z
A051409,9003251,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T05:00:00Z,2019-04-03T00:00:00Z,1899-12-31T17:00:00Z,12,Scheduled,2019-04-03T10:00:00Z,2019-04-03T22:00:00Z
A051410,9002857,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T05:00:00Z,2019-04-03T00:00:00Z,1899-12-31T17:00:00Z,12,Scheduled,2019-04-03T10:00:00Z,2019-04-03T22:00:00Z
A051411,9001842,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T05:00:00Z,2019-04-03T00:00:00Z,1899-12-31T17:00:00Z,12,Scheduled,2019-04-03T10:00:00Z,2019-04-03T22:00:00Z
A051412,9002275,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T05:00:00Z,2019-04-03T00:00:00Z,1899-12-31T17:00:00Z,12,Scheduled,2019-04-03T10:00:00Z,2019-04-03T22:00:00Z
A051413,9003704,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T09:00:00Z,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,12,Scheduled,2019-04-03T14:00:00Z,2019-04-04T02:00:00Z
A051414,9003012,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T09:00:00Z,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,12,Scheduled,2019-04-03T14:00:00Z,2019-04-04T02:00:00Z
A051415,9002295,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T09:00:00Z,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,12,Scheduled,2019-04-03T14:00:00Z,2019-04-04T02:00:00Z
A051416,9002273,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T13:00:01Z,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,8,Scheduled,2019-04-03T18:00:01Z,2019-04-04T02:00:00Z
A051417,9001137,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T13:00:01Z,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,8,Scheduled,2019-04-03T18:00:01Z,2019-04-04T02:00:00Z
A051419,9002707,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T17:00:00Z,2019-04-04T00:00:00Z,1899-12-31T05:00:00Z,12,Scheduled,2019-04-03T22:00:00Z,2019-04-04T10:00:00Z
A051420,9002687,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T17:00:00Z,2019-04-04T00:00:00Z,1899-12-31T05:00:00Z,12,Scheduled,2019-04-03T22:00:00Z,2019-04-04T10:00:00Z
A051421,9001576,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T17:00:00Z,2019-04-04T00:00:00Z,1899-12-31T05:00:00Z,12,Scheduled,2019-04-03T22:00:00Z,2019-04-04T10:00:00Z
A051422,9003640,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T17:00:00Z,2019-04-04T00:00:00Z,1899-12-31T05:00:00Z,12,Scheduled,2019-04-03T22:00:00Z,2019-04-04T10:00:00Z
A051423,9002612,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,2019-04-04T00:00:00Z,1899-12-31T05:00:00Z,8,Scheduled,2019-04-04T02:00:00Z,2019-04-04T10:00:00Z
A051424,9002533,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,2019-04-04T00:00:00Z,1899-12-31T05:00:00Z,8,Scheduled,2019-04-04T02:00:00Z,2019-04-04T10:00:00Z
A051425,9001932,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,2019-04-04T00:00:00Z,1899-12-31T05:00:00Z,8,Time Off,2019-04-04T02:00:00Z,2019-04-04T10:00:00Z
A051427,9001668,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,2019-04-04T00:00:00Z,1899-12-31T05:00:00Z,8,Scheduled,2019-04-04T02:00:00Z,2019-04-04T10:00:00Z
A051428,9001258,Alpha,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T21:00:00Z,2019-04-04T00:00:00Z,1899-12-31T05:00:00Z,8,Time Off,2019-04-04T02:00:00Z,2019-04-04T10:00:00Z
B051429,9002967,Beta,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
B051430,9004019,Beta,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
B051431,9003735,Beta,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
B051432,9002445,Beta,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T06:00:00Z,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,8,Scheduled,2019-04-03T11:00:00Z,2019-04-03T19:00:00Z
B051433,9004018,Beta,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
B051434,9003823,Beta,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
B051435,9003162,Beta,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T14:00:00Z,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,8,Scheduled,2019-04-03T19:00:00Z,2019-04-04T03:00:01Z
B051436,9002257,Beta,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
B051437,9003232,Beta,Correctional,Wed,2019-04-03T00:00:00Z,1899-12-31T22:00:01Z,2019-04-04T00:00:00Z,1899-12-31T06:00:00Z,8,Scheduled,2019-04-04T03:00:01Z,2019-04-04T11:00:00Z
