Employee_ID,HR_Location,Hours_Footage_Total,Hours_Footage_No_Shift,Hours_Shift_Total,Hours_Shift_No_Footage,Missing_Shift_Data,Missing_Camera_Data,Zero_Footage_Shifts,Average_Percent_of_Other_Shifts_Recorded,Clips,Days_With_Footage,Footage_Hours,Gaps,Average_Clips_per_Day,Average_Footage_Hours_per_Day,Average_Clip_Length,Average_Gaps_per_Day
9003822,Beta,72.94222222222223,54,120,20,FALSE,FALSE,6,0.8423186728395061,35,9,72.94222222222223,7,3.888888888888889,8.104691358024692,2.084063492063492,0.7777777777777778
9003823,Beta,61.95611111111111,34,104,24,FALSE,FALSE,3,0.6079375,116,10,61.95611111111111,5,11.6,6.195611111111111,0.5341044061302682,0.5
9003828,Beta,69.06083333333333,56,120,26,FALSE,FALSE,1,0.43913690476190476,55,15,69.06083333333333,13,3.6666666666666665,4.604055555555556,1.255651515151515,0.8666666666666667
9003831,Gamma,5.198333333333333,120,119.99583333333334,7,FALSE,FALSE,15,NA,6,1,5.198333333333333,0,6,5.198333333333333,0.8663888888888889,0
9003832,Gamma,106.17388888888888,53,131.99583333333334,50,FALSE,FALSE,5,0.844470452858262,112,15,106.17388888888888,8,7.466666666666667,7.078259259259259,0.9479811507936508,0.5333333333333333
9003839,Delta,65.4975,85,148,13,FALSE,FALSE,7,0.7405729166666667,29,8,65.4975,0,3.625,8.1871875,2.2585344827586207,0
9003844,Beta,63.00972222222222,27,72,56,FALSE,FALSE,0,0.3796875,80,18,63.00972222222222,13,4.444444444444445,3.50054012345679,0.7876215277777778,0.7222222222222222
9003846,Epsilon,144.4788888888889,34,143.99666666666667,62,FALSE,FALSE,2,0.820525938100419,69,18,144.4788888888889,12,3.8333333333333335,8.026604938271605,2.09389694041868,0.6666666666666666
9003847,Delta,46.010555555555555,70,132,11,FALSE,FALSE,6,0.5864178240740741,63,11,46.010555555555555,8,5.7272727272727275,4.182777777777778,0.730326278659612,0.7272727272727273
9003852,Alpha,86.62055555555555,41,127.99972222222222,34,FALSE,FALSE,3,0.6584723919870978,200,13,86.62055555555555,8,15.384615384615383,6.663119658119658,0.4331027777777778,0.6153846153846154
9003864,Epsilon,74.18555555555555,99,144,77,FALSE,FALSE,7,0.4815972222222222,143,13,74.18555555555555,7,11,5.706581196581197,0.5187801087801088,0.5384615384615384
9003872,Alpha,86.46972222222222,54,131.99583333333334,43,FALSE,FALSE,3,0.5446616110664667,88,17,86.46972222222222,10,5.176470588235294,5.086454248366013,0.9826104797979798,0.5882352941176471
9003882,Gamma,105.5363888888889,26,119.99583333333334,56,FALSE,FALSE,2,0.7301028080569036,175,16,105.53694444444444,145,10.9375,6.596059027777778,0.6030682539682539,9.0625
9003886,Alpha,81.87666666666667,40,135.9961111111111,54,FALSE,FALSE,3,0.47999350639747007,179,19,81.87666666666667,7,9.421052631578949,4.309298245614035,0.4574115456238361,0.3684210526315789
9003887,Epsilon,124.19111111111111,28,139.99694444444444,27,FALSE,FALSE,3,0.9243070948664543,52,16,124.19111111111113,12,3.25,7.7619444444444445,2.3882905982905984,0.75
9003893,Epsilon,72.37416666666667,12,84,15,FALSE,FALSE,1,0.962734375,29,10,72.37416666666667,0,2.9,7.237416666666666,2.4956609195402297,0
9003895,Alpha,66.95194444444445,53,119.99583333333334,43,FALSE,FALSE,6,0.6719716348175669,97,15,66.95194444444445,8,6.466666666666667,4.463462962962963,0.6902262313860252,0.5333333333333333
9003907,Epsilon,0,124,123.9961111111111,0,FALSE,TRUE,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
9003913,Alpha,67.50944444444444,58,120,27,FALSE,FALSE,7,0.8442708333333333,50,8,67.50944444444444,6,6.25,8.438680555555555,1.3501888888888889,0.75
9003914,Alpha,0,120,119.99583333333334,0,FALSE,TRUE,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
9003915,Alpha,71.21194444444444,64,132,26,FALSE,FALSE,6,0.6344444444444445,77,11,71.21194444444444,9,7,6.473813131313131,0.9248304473304474,0.8181818181818182
9003917,Alpha,113.84722222222223,22,136,37,FALSE,FALSE,1,0.7533779761904762,69,14,113.84722222222224,11,4.928571428571429,8.131944444444445,1.6499597423510468,0.7857142857142857
9003924,Gamma,153.20194444444445,7,120,67,FALSE,FALSE,0,0.8573472222222223,80,19,153.20194444444445,12,4.2105263157894735,8.063260233918129,1.9150243055555556,0.631578947368421
9003931,Beta,47.60388888888889,72,104,22,FALSE,FALSE,9,0.9690885416666667,20,6,47.60388888888889,0,3.3333333333333335,7.9339814814814815,2.3801944444444447,0
9003945,Gamma,57.2725,62,120,29,FALSE,FALSE,6,0.6406867283950617,67,9,57.2725,7,7.444444444444445,6.363611111111111,0.8548134328358209,0.7777777777777778
9003946,Gamma,136.97333333333333,5,119.99583333333334,51,FALSE,FALSE,0,0.9234186372211999,93,19,136.97333333333333,14,4.894736842105263,7.209122807017543,1.472831541218638,0.7368421052631579
9003950,Alpha,107.30527777777777,17,119.99583333333334,57,FALSE,FALSE,1,0.6911326286130967,205,18,107.30527777777776,9,11.38888888888889,5.961404320987654,0.5234403794037941,0.5
9003956,Alpha,43.85,0,0,120,TRUE,FALSE,NA,NA,239,17,43.85,13,14.058823529411764,2.5794117647058825,0.18347280334728033,0.7647058823529411
9003957,Alpha,130.8347222222222,20,136.99916666666667,52,FALSE,FALSE,1,0.7503115843314079,128,15,130.8347222222222,7,8.533333333333333,8.722314814814814,1.022146267361111,0.4666666666666667
9003959,Alpha,109.23416666666667,46,155.98333333333332,24,FALSE,FALSE,2,0.8659811253561254,58,13,109.23416666666668,0,4.461538461538462,8.402628205128206,1.8833477011494253,0
9003960,Alpha,37.88166666666667,0,0,62,TRUE,FALSE,NA,NA,71,8,37.88166666666667,6,8.875,4.7352083333333335,0.5335446009389672,0.75
9003961,Alpha,140.74444444444444,4,132.99972222222223,53,FALSE,FALSE,1,0.8858647535644709,208,16,140.74444444444444,9,13,8.796527777777778,0.67665598290598294,0.5625
9003962,Alpha,119.13138888888889,18,144,32,FALSE,FALSE,1,0.8494287367724868,164,14,119.13138888888888,10,11.714285714285714,8.50938492063492,0.7264109078590786,0.7142857142857143
9003964,Beta,91.27666666666667,0,0,109,TRUE,FALSE,NA,NA,50,11,91.27666666666669,8,4.545454545454546,8.297878787878789,1.8255333333333332,0.7272727272727273
